年级单元,单词,音标,释义,例句
九年级全一册U5,cotton,/ˈkɒtn/,棉；棉花,This shirt is made of cotton.
九年级全一册U5,steel,/stiːl/,钢；钢铁,The bridge is made of steel.
九年级全一册U5,grass,/ɡrɑːs/,草；草地,Keep off the grass.
九年级全一册U5,leaf,/liːf/,叶；叶子（pl. leaves）,Leaves turn yellow in autumn.
九年级全一册U5,produce,/prəˈdjuːs/,生产；制造；出产,The factory produces cars.
九年级全一册U5,widely,/ˈwaɪdli/,广泛地；普遍地,English is widely used.
九年级全一册U5,local,/ˈləʊkl/,当地的；本地的,We buy local food.
九年级全一册U5,brand,/brænd/,品牌；牌子,What brand is your phone?
九年级全一册U5,avoid,/əˈvɔɪd/,避免；回避,Avoid eating too much sugar.
九年级全一册U5,product,/ˈprɒdʌkt/,产品；制品,This product is made in China.
九年级全一册U5,handbag,/ˈhændbæɡ/,小手提包,She carries a handbag.
九年级全一册U5,mobile,/ˈməʊbaɪl/,可移动的；非固定的,He has a mobile phone.
九年级全一册U5,surface,/ˈsɜːfɪs/,表面；表层,The surface is smooth.
九年级全一册U5,postman,/ˈpəʊstmən/,邮递员,The postman delivers letters.
九年级全一册U5,cap,/kæp/,（尤指有帽舌的）帽子,He wears a baseball cap.
九年级全一册U5,glove,/ɡlʌv/,（分手指的）手套,Put on your gloves in winter.
九年级全一册U5,international,/ˌɪntəˈnæʃnəl/,国际的,English is an international language.
九年级全一册U5,competitor,/kəmˈpetɪtə(r)/,参赛者；竞争者,There are many competitors.
九年级全一册U5,paint,/peɪnt/,用颜料画；刷漆,He painted the wall blue.
九年级全一册U5,form,/fɔːm/,形式；类型,Fill in the form.
九年级全一册U5,clay,/kleɪ/,黏土；陶土,The bowl is made of clay.
九年级全一册U5,balloon,/bəˈluːn/,气球,The balloon flies up.
九年级全一册U5,scissors,/ˈsɪzəz/,剪刀,Be careful with the scissors.
九年级全一册U5,lively,/ˈlaɪvli/,生气勃勃的；（色彩）鲜艳的,The party was lively.
九年级全一册U5,heat,/hiːt/,热；高温,Heat the water to 100 degrees.
九年级全一册U5,complete,/kəmˈpliːt/,完成,Complete the exercise on page 12.
九年级全一册U6,heel,/hiːl/,鞋跟；足跟,She wears high heels.
九年级全一册U6,electricity,/ɪˌlekˈtrɪsəti/,电；电能,Don't waste electricity.
九年级全一册U6,scoop,/skuːp/,勺；铲子,Use a scoop to get the ice cream.
九年级全一册U6,style,/staɪl/,样式；款式,I like the style of this dress.
九年级全一册U6,project,/ˈprɒdʒekt/,项目；工程,We have a science project.
九年级全一册U6,pleasure,/ˈpleʒə(r)/,高兴；愉快,It's my pleasure to help.
九年级全一册U6,zipper,/ˈzɪpə(r)/,拉链；拉锁,The zipper on my bag is broken.
九年级全一册U6,daily,/ˈdeɪli/,每日的；日常的,This is my daily routine.
九年级全一册U6,website,/ˈwebsaɪt/,网站,Visit our website for more information.
九年级全一册U6,pioneer,/ˌpaɪəˈnɪə(r)/,先锋；先驱,He is a pioneer in medicine.
九年级全一册U6,list,/lɪst/,列表；列清单；名单,Make a shopping list.
九年级全一册U6,mention,/ˈmenʃn/,提到；说到,He mentioned your name.
九年级全一册U6,nearly,/ˈnɪəli/,几乎；差不多,It's nearly 5 o'clock.
九年级全一册U6,boil,/bɔɪl/,煮沸；烧开,Boil some water for tea.
九年级全一册U6,smell,/smel/,气味；发出气味；闻到,The food smells delicious.
九年级全一册U6,doubt,/daʊt/,疑惑；疑问；怀疑,There is no doubt about it.
九年级全一册U6,fridge,/frɪdʒ/,冰箱,Put the milk in the fridge.
九年级全一册U6,translate,/trænsˈleɪt/,翻译,Can you translate this sentence?
九年级全一册U6,lock,/lɒk/,锁上；锁住,Lock the door before leaving.
九年级全一册U6,earthquake,/ˈɜːθkweɪk/,地震,The earthquake shook the city.
九年级全一册U6,sudden,/ˈsʌdn/,突然（的）,All of a sudden it rained.
九年级全一册U6,biscuit,/ˈbɪskɪt/,饼干,Would you like a biscuit?
九年级全一册U6,cookie,/ˈkʊki/,曲奇饼干,These cookies are homemade.
九年级全一册U6,instrument,/ˈɪnstrəmənt/,器械；仪器；工具,The piano is a musical instrument.
九年级全一册U6,crispy,/ˈkrɪspi/,脆的；酥脆的,The fried chicken is crispy.
九年级全一册U6,sour,/ˈsaʊə(r)/,酸的；有酸味的,The lemon is sour.
九年级全一册U6,customer,/ˈkʌstəmə(r)/,顾客；客户,The customer is always right.
九年级全一册U6,Canadian,/kəˈneɪdiən/,加拿大（人）的；加拿大人,She is Canadian.
九年级全一册U6,divide,/dɪˈvaɪd/,分开；分散,Divide the class into groups.
九年级全一册U6,purpose,/ˈpɜːpəs/,目的；目标,What's the purpose of this test?
九年级全一册U6,basket,/ˈbɑːskɪt/,篮；筐,Put the fruit in the basket.
九年级全一册U6,hero,/ˈhɪərəʊ/,英雄；男主角,He is my hero.
九年级全一册U7,smoke,/sməʊk/,冒烟；吸烟；烟,Smoking is bad for health.
九年级全一册U7,pierce,/pɪəs/,扎；刺破；穿透,She pierced her ears.
九年级全一册U7,license,/ˈlaɪsns/,证；证件,He got his driver's license.
九年级全一册U7,safety,/ˈseɪfti/,安全；安全性,For your safety wear a seat belt.
九年级全一册U7,earring,/ˈɪərɪŋ/,耳环；耳饰,She wears gold earrings.
九年级全一册U7,cry,/kraɪ/,哭；叫喊,Don't cry. Everything will be okay.
九年级全一册U7,field,/fiːld/,田野；场地,The children play in the field.
九年级全一册U7,hug,/hʌɡ/,拥抱；搂抱,Give me a hug.
九年级全一册U7,lift,/lɪft/,举起；抬高；电梯,Can you lift this box?
九年级全一册U7,awful,/ˈɔːfl/,很坏的；讨厌的,The weather is awful today.
九年级全一册U7,regret,/rɪˈɡret/,感到遗憾；懊悔,I regret my mistake.
九年级全一册U7,poem,/ˈpəʊɪm/,诗；韵文,He wrote a poem for her.
九年级全一册U7,bedroom,/ˈbedruːm/,卧室,My bedroom is comfortable.
九年级全一册U7,community,/kəˈmjuːnəti/,社区；社团,We live in a friendly community.
九年级全一册U7,chance,/tʃɑːns/,机会；可能性,Give me a chance!
九年级全一册U7,manage,/ˈmænɪdʒ/,设法做到；应付,She manages her time well.
九年级全一册U7,society,/səˈsaɪəti/,社会,We live in a modern society.
九年级全一册U7,educate,/ˈedʒukeɪt/,教育；教导,Parents should educate their children.
九年级全一册U7,professional,/prəˈfeʃənl/,职业的；专业的,He is a professional athlete.
九年级全一册U7,enter,/ˈentə(r)/,进来；进去,Please enter the room.
九年级全一册U7,support,/səˈpɔːt/,支持,My family supports my dreams.
九年级全一册U8,truck,/trʌk/,卡车；货车,The truck carries goods.
九年级全一册U8,rabbit,/ˈræbɪt/,兔；野兔,Rabbits like carrots.
九年级全一册U8,whose,/huːz/,谁的,Whose book is this?
九年级全一册U8,attend,/əˈtend/,出席；参加,He attends the meeting.
九年级全一册U8,valuable,/ˈvæljuəbl/,很有用的；宝贵的,This is a valuable painting.
九年级全一册U8,pink,/pɪŋk/,粉红色的；粉红色,She likes pink flowers.
九年级全一册U8,picnic,/ˈpɪknɪk/,野餐,We had a picnic in the park.
九年级全一册U8,somebody,/ˈsʌmbədi/,某人；重要人物,Somebody is calling you.
九年级全一册U8,anybody,/ˈenibɒdi/,任何人,Is anybody home?
九年级全一册U8,noise,/nɔɪz/,声音；噪音,Don't make so much noise.
九年级全一册U8,policeman,/pəˈliːsmən/,男警察,The policeman helped us.
九年级全一册U8,wolf,/wʊlf/,狼,The wolf howled at the moon.
九年级全一册U8,laboratory,/ləˈbɒrətri/,实验室,We do experiments in the laboratory.
九年级全一册U8,coat,/kəʊt/,外套；外衣,Put on your coat. It's cold.
九年级全一册U8,sleepy,/ˈsliːpi/,困倦的；瞌睡的,I feel very sleepy.
九年级全一册U8,pocket,/ˈpɒkɪt/,衣袋；口袋,He put the key in his pocket.
九年级全一册U8,alien,/ˈeɪliən/,外星人,The movie is about aliens.
九年级全一册U8,suit,/suːt/,西服；套装,He wears a business suit.
九年级全一册U8,express,/ɪkˈspres/,表示；表达,Express your feelings.
九年级全一册U8,circle,/ˈsɜːkl/,圆圈；圈出,Draw a circle.
九年级全一册U8,receive,/rɪˈsiːv/,接受；收到,I received a gift from her.
九年级全一册U8,leader,/ˈliːdə(r)/,领导；领袖,She is a good team leader.
九年级全一册U8,medical,/ˈmedɪkl/,医疗的；医学的,He needs medical help.
九年级全一册U8,prevent,/prɪˈvent/,阻止；阻挠,Exercise prevents disease.
九年级全一册U8,energy,/ˈenədʒi/,精力；力量,Children have lots of energy.
九年级全一册U8,position,/pəˈzɪʃn/,位置；地方,What's your position in the race?
九年级全一册U8,victory,/ˈvɪktəri/,胜利；成功,The team celebrated their victory.
九年级全一册U8,enemy,/ˈenəmi/,敌人；仇人,He has no enemies.
九年级全一册U8,period,/ˈpɪəriəd/,一段时间；时期,The first period is English.
九年级全一册U8,mystery,/ˈmɪstəri/,奥秘；神秘事物,The story is full of mystery.
九年级全一册U9,prefer,/prɪˈfɜː(r)/,更喜欢,I prefer tea to coffee.
九年级全一册U9,lyrics,/ˈlɪrɪks/,歌词,I love the lyrics of this song.
九年级全一册U9,Australian,/ɒˈstreɪliən/,澳大利亚（人）的,He is Australian.
九年级全一册U9,electronic,/ɪˌlekˈtrɒnɪk/,电子（设备）的,Electronic music is popular.
九年级全一册U9,suppose,/səˈpəʊz/,推断；料想,I suppose you are right.
九年级全一册U9,smooth,/smuːð/,平滑的；悦耳的,The music sounds smooth.
九年级全一册U9,spare,/speə(r)/,空闲的；不用的,We have a spare room.
九年级全一册U9,case,/keɪs/,情况；实情,In that case I'll go.
九年级全一册U9,war,/wɔː(r)/,战争；战争状态,The war ended long ago.
九年级全一册U9,director,/dəˈrektə(r)/,导演；部门负责人,He is a famous film director.
九年级全一册U9,dialog,/ˈdaɪəlɒɡ/,对话；对白,Write a dialog in pairs.
九年级全一册U9,documentary,/ˌdɒkjumentri/,纪录片,I like watching documentaries.
九年级全一册U9,drama,/ˈdrɑːmə/,戏；剧,She is in a drama club.
九年级全一册U9,plenty,/ˈplenti/,大量；众多,There is plenty of food.
九年级全一册U9,shut,/ʃʌt/,关闭；关上,Please shut the door.
九年级全一册U9,superhero,/ˈsuːpəhɪərəʊ/,超级英雄,My favorite superhero is Spider-Man.
九年级全一册U9,horror,/ˈhɒrə(r)/,震惊；恐惧,I don't like horror movies.
九年级全一册U9,sense,/sens/,感觉到；意识到；感觉,I sense something wrong.
九年级全一册U9,pain,/peɪn/,痛苦；苦恼,He is in great pain.
九年级全一册U9,reflect,/rɪˈflekt/,反映；映出,The mirror reflects your face.
九年级全一册U9,perform,/pəˈfɔːm/,表演；执行,She performed a song.
九年级全一册U9,amazing,/əˈmeɪzɪŋ/,令人惊奇（喜）的,The view is amazing!
九年级全一册U9,pity,/ˈpɪti/,遗憾；怜悯,What a pity!
九年级全一册U9,total,/ˈtəʊtl/,总数；合计；总的,The total is 50 yuan.
九年级全一册U9,master,/ˈmɑːstə(r)/,能手；主人；掌握,She masters three languages.
九年级全一册U9,praise,/preɪz/,表扬；赞扬,The teacher praised him.
九年级全一册U9,national,/ˈnæʃnəl/,国家的；民族的,National Day is October 1st.
九年级全一册U9,recall,/rɪˈkɔːl/,回忆起；回想起,I recall meeting him before.
九年级全一册U9,wound,/wuːnd/,伤；伤口；创伤,The wound is healing.
九年级全一册U10,custom,/ˈkʌstəm/,风俗；习俗,Every country has its own customs.
九年级全一册U10,bow,/baʊ/,鞠躬,In Japan people bow when greeting.
九年级全一册U10,kiss,/kɪs/,亲吻；接吻,They kissed goodbye.
九年级全一册U10,greet,/ɡriːt/,和……打招呼；迎接,He greeted me with a smile.
九年级全一册U10,value,/ˈvæljuː/,重视；珍视；价值,I value our friendship.
九年级全一册U10,everyday,/ˈevrideɪ/,每天的；日常的,This is an everyday activity.
九年级全一册U10,capital,/ˈkæpɪtl/,首都；国都,Beijing is the capital of China.
九年级全一册U10,noon,/nuːn/,正午；中午,We have lunch at noon.
九年级全一册U10,mad,/mæd/,很生气；疯的,Don't get mad.
九年级全一册U10,traffic,/ˈtræfɪk/,交通；路上行驶的车辆,Traffic is heavy today.
九年级全一册U10,somewhere,/ˈsʌmweə(r)/,在某处；到某处,Let's go somewhere warm.
九年级全一册U10,passport,/ˈpɑːspɔːt/,护照,You need a passport to travel abroad.
九年级全一册U10,chalk,/tʃɔːk/,粉笔,Write with chalk on the board.
九年级全一册U10,blackboard,/ˈblækbɔːd/,黑板,Clean the blackboard.
九年级全一册U10,northern,/ˈnɔːðən/,北方的；北部的,It's cold in northern China.
九年级全一册U10,coast,/kəʊst/,海岸；海滨,We drove along the coast.
九年级全一册U10,season,/ˈsiːzn/,季；季节,Spring is my favorite season.
九年级全一册U10,knock,/nɒk/,敲；击,Please knock before entering.
九年级全一册U10,eastern,/ˈiːstən/,东方的；东部的,The sun rises in the eastern sky.
九年级全一册U10,worth,/wɜːθ/,值得；有价值（的）,The movie is worth watching.
九年级全一册U10,manner,/ˈmænə(r)/,方式；（pl.）礼貌,Good manners are important.
九年级全一册U10,empty,/ˈempti/,空的；空洞的,The room is empty.
九年级全一册U10,basic,/ˈbeɪsɪk/,基本的；基础的,These are basic skills.
九年级全一册U10,exchange,/ɪksˈtʃeɪndʒ/,交换,We exchange gifts at Christmas.
九年级全一册U10,behave,/bɪˈheɪv/,表现；举止,Behave yourself at school.
九年级全一册U10,except,/ɪkˈsept/,除……之外,Everyone except me went.
九年级全一册U10,elbow,/ˈelbəʊ/,肘；胳膊,Don't put your elbows on the table.
九年级全一册U10,gradually,/ˈɡrædʒuəli/,逐步地；渐进地,The weather gradually got warmer.
九年级全一册U10,suggestion,/səˈdʒestʃən/,建议,Can you give me some suggestions?
九年级全一册U11,friendship,/ˈfrendʃɪp/,友谊；友情,Friendship is valuable.
九年级全一册U11,king,/kɪŋ/,国王；君主,The king lives in a palace.
九年级全一册U11,power,/ˈpaʊə(r)/,权力；力量,Knowledge is power.
九年级全一册U11,minister,/ˈmɪnɪstə(r)/,大臣；部长,He is the prime minister.
九年级全一册U11,banker,/ˈbæŋkə(r)/,银行家,His father is a banker.
九年级全一册U11,fame,/feɪm/,名声；声誉,He won fame as an actor.
九年级全一册U11,palace,/ˈpæləs/,王宫；宫殿,The palace has 100 rooms.
九年级全一册U11,wealth,/welθ/,财富,Health is more important than wealth.
九年级全一册U11,lemon,/ˈlemən/,柠檬,Add some lemon juice.
九年级全一册U11,weight,/weɪt/,重量；分量,What's your weight?
九年级全一册U11,shoulder,/ˈʃəʊldə(r)/,肩膀,He carried the bag on his shoulder.
九年级全一册U11,goal,/ɡəʊl/,球门；目标,Set a goal for yourself.
九年级全一册U11,coach,/kəʊtʃ/,教练；私人教师,The coach trains the players.
九年级全一册U11,courage,/ˈkʌrɪdʒ/,勇气；意志,She showed great courage.
九年级全一册U11,rather,/ˈrɑːðə(r)/,宁愿；相当,I would rather stay home.
九年级全一册U11,pull,/pʊl/,拉；拖,Pull the door open.
九年级全一册U11,relief,/rɪˈliːf/,轻松；解脱,What a relief!
九年级全一册U11,nod,/nɒd/,点头,She nodded in agreement.
九年级全一册U11,fault,/fɔːlt/,过失；缺点,It's my fault.
九年级全一册U11,disappoint,/ˌdɪsəˈpɔɪnt/,使失望,Don't disappoint your parents.
九年级全一册U12,backpack,/ˈbækpæk/,背包；旅行包,He packed his backpack.
九年级全一册U12,oversleep,/ˌəʊvəˈsliːp/,睡过头,I overslept and missed the bus.
九年级全一册U12,block,/blɒk/,街区,Walk two blocks and turn left.
九年级全一册U12,stare,/steə(r)/,盯着看；凝视,Don't stare at people.
九年级全一册U12,disbelief,/ˌdɪsbɪˈliːf/,不信；怀疑,He stared at me in disbelief.
九年级全一册U12,above,/əˈbʌv/,在……上面,The plane flew above the clouds.
九年级全一册U12,burn,/bɜːn/,燃烧,The paper burnt quickly.
九年级全一册U12,alive,/əˈlaɪv/,活着；有生气的,He is still alive.
九年级全一册U12,airport,/ˈeəpɔːt/,机场,We went to the airport to meet her.
九年级全一册U12,cream,/kriːm/,奶油；乳脂,Add cream to the coffee.
九年级全一册U12,bean,/biːn/,豆；豆荚,Coffee beans come from plants.
九年级全一册U12,market,/ˈmɑːkɪt/,市场；集市,We buy vegetables at the market.
九年级全一册U12,costume,/ˈkɒstjuːm/,服装；装束,He wore a Halloween costume.
九年级全一册U12,embarrassed,/ɪmˈbærəst/,窘迫的；害羞的,I felt embarrassed about my mistake.
九年级全一册U12,announce,/əˈnaʊns/,宣布；宣告,The teacher announced the exam results.
九年级全一册U12,spaghetti,/spəˈɡeti/,意大利面条,We had spaghetti for dinner.
九年级全一册U12,hoax,/həʊks/,骗局；恶作剧,The story was a hoax.
九年级全一册U12,discovery,/dɪˈskʌvəri/,发现；发觉,The discovery changed history.
九年级全一册U12,fool,/fuːl/,愚弄；傻瓜,April Fools' Day is on April 1st.
九年级全一册U12,cancel,/ˈkænsl/,取消；终止,The flight was cancelled.
九年级全一册U12,disappear,/ˌdɪsəˈpɪə(r)/,消失；不见,The cat disappeared.
九年级全一册U13,litter,/ˈlɪtə(r)/,乱扔；垃圾,Don't litter in the park.
九年级全一册U13,bottom,/ˈbɒtəm/,底部；最下部,The ball sank to the bottom.
九年级全一册U13,fisherman,/ˈfɪʃəmən/,渔民；钓鱼的人,The fishermen went out to sea.
九年级全一册U13,coal,/kəʊl/,煤；煤块,Coal is used for heating.
九年级全一册U13,ugly,/ˈʌɡli/,丑陋的；难看的,The building is ugly.
九年级全一册U13,advantage,/ədˈvɑːntɪdʒ/,优点；有利条件,Every coin has two sides.
九年级全一册U13,wooden,/ˈwʊdn/,木制的；木头的,The house has wooden floors.
九年级全一册U13,plastic,/ˈplæstɪk/,塑料的；塑料,We should reduce plastic waste.
九年级全一册U13,shark,/ʃɑːk/,鲨鱼,Sharks are dangerous.
九年级全一册U13,cruel,/ˈkruːəl/,残酷的；残忍的,Don't be cruel to animals.
九年级全一册U13,harmful,/ˈhɑːmfl/,有害的,Smoking is harmful to health.
九年级全一册U13,chain,/tʃeɪn/,链子；链条,The dog is on a chain.
九年级全一册U13,ecosystem,/ˈiːkəʊsɪstəm/,生态系统,The forest ecosystem is fragile.
九年级全一册U13,industry,/ˈɪndəstri/,工业；行业,The car industry is growing.
九年级全一册U13,recycle,/ˌriːˈsaɪkl/,再循环；回收利用,Recycle paper and plastic.
九年级全一册U13,afford,/əˈfɔːd/,负担得起,I can't afford a new car.
九年级全一册U13,transportation,/ˌtrænspɔːˈteɪʃn/,交通运输,Public transportation is convenient.
九年级全一册U13,reusable,/ˌriːˈjuːzəbl/,可重复使用的,Use reusable bags.
九年级全一册U14,survey,/ˈsɜːveɪ/,调查,We did a survey on reading habits.
九年级全一册U14,standard,/ˈstændəd/,标准；水平,The living standard is improving.
九年级全一册U14,keyboard,/ˈkiːbɔːd/,键盘式电子乐器；键盘,He plays the keyboard.
九年级全一册U14,method,/ˈmeθəd/,方法；措施,This method works well.
九年级全一册U14,instruction,/ɪnˈstrʌkʃn/,指示；命令,Follow the instructions.
九年级全一册U14,double,/ˈdʌbl/,加倍；两倍的,Double the amount please.
九年级全一册U14,overcome,/ˌəʊvəˈkʌm/,克服；战胜,You can overcome difficulties.
九年级全一册U14,graduate,/ˈɡrædʒueɪt/,毕业；获得学位,He graduated last year.
九年级全一册U14,graduation,/ˌɡrædʒuˈeɪʃn/,毕业,Graduation is in June.
九年级全一册U14,senior,/ˈsiːniə(r)/,级别（或地位）高的,He is in senior high school.
九年级全一册U14,text,/tekst/,课文；文本,Read the text out loud.
九年级全一册U14,level,/ˈlevl/,水平,She studies at an advanced level.
九年级全一册U14,degree,/dɪˈɡriː/,（大学）学位；度数,She has a degree in English.
九年级全一册U14,manager,/ˈmænɪdʒə(r)/,经理；经营者,He is the store manager.
九年级全一册U14,trust,/trʌst/,信任；信赖,I trust you completely.
九年级全一册U14,gentleman,/ˈdʒentlmən/,先生；绅士,He is a perfect gentleman.
九年级全一册U14,ceremony,/ˈserəməni/,典礼；仪式,The opening ceremony was grand.
九年级全一册U14,congratulate,/kənˈɡrætʃuleɪt/,祝贺,I congratulate you on your success.
九年级全一册U14,congratulation,/kənˌɡrætʃuˈleɪʃn/,祝贺,Congratulations on your graduation!
九年级全一册U14,thirsty,/ˈθɜːsti/,渴望的；口渴的,I am thirsty for knowledge.
九年级全一册U14,thankful,/ˈθæŋkfl/,感谢；感激,I am thankful for your help.
九年级全一册U14,task,/tɑːsk/,任务；工作,Finish the task before 5 pm.
九年级全一册U14,ahead,/əˈhed/,向前面；在前面,Go ahead.
九年级全一册U14,responsible,/rɪˈspɒnsəbl/,有责任心的,Be responsible for your actions.
九年级全一册U14,separate,/ˈseprət/,单独的；分离的；分开,Let's separate into groups.
九年级全一册U14,wing,/wɪŋ/,翅膀；翼,The bird spread its wings.
八年级下册U1,calligraphy,/kəˈlɪɡrəfi/,书法,He practices Chinese calligraphy.
八年级下册U1,ski,/skiː/,滑雪,We go skiing in winter.
八年级下册U1,program,/ˈprəʊɡræm/,编写程序；节目,He wrote a computer program.
八年级下册U1,express,/ɪkˈspres/,表达；表示,Express your feelings freely.
八年级下册U1,instructor,/ɪnˈstrʌktə(r)/,教练；指导者,He is a driving instructor.
八年级下册U1,return,/rɪˈtɜːn/,回来；归还,Please return the book.
八年级下册U1,suggestion,/səˈdʒestʃən/,建议,Thank you for your suggestion.
八年级下册U1,strict,/strɪkt/,严厉的；严格的,Our teacher is strict but fair.
八年级下册U2,stomachache,/ˈstʌməkeɪk/,胃痛；肚子疼,I have a stomachache.
八年级下册U2,headache,/ˈhedeɪk/,头痛,She has a bad headache.
八年级下册U2,cough,/kɒf/,咳嗽,He coughs because of the cold.
八年级下册U2,fever,/ˈfiːvə(r)/,发烧,She has a high fever.
八年级下册U2,medicine,/ˈmedsn/,药；医学,Take this medicine three times a day.
八年级下册U2,patient,/ˈpeɪʃnt/,病人；有耐心的,The patient is getting better.
八年级下册U2,safety,/ˈseɪfti/,安全,Safety comes first.
八年级下册U2,burn,/bɜːn/,燃烧；烧伤,Be careful not to burn your hand.
八年级下册U2,bleed,/bliːd/,流血,His finger is bleeding.
八年级下册U3,emotion,/ɪˈməʊʃn/,情绪；情感,She can't control her emotions.
八年级下册U3,upset,/ʌpˈset/,难过的；沮丧的,Don't be upset about the exam.
八年级下册U3,lonely,/ˈləʊnli/,孤独的,The old man feels lonely.
八年级下册U3,control,/kənˈtrəʊl/,控制,Learn to control your temper.
八年级下册U3,forgive,/fəˈɡɪv/,原谅；宽恕,Please forgive me.
八年级下册U3,pressure,/ˈpreʃə(r)/,压力,Don't put pressure on yourself.
八年级下册U3,decision,/dɪˈsɪʒn/,决定,It's your decision to make.
八年级下册U3,behave,/bɪˈheɪv/,表现；举止得体,Behave yourself in public.
八年级下册U4,wonder,/ˈwʌndə(r)/,奇观；想知道,I wonder why he is late.
八年级下册U4,desert,/ˈdezət/,沙漠,The camel lives in the desert.
八年级下册U4,depth,/depθ/,深度,The depth of the river is 10 meters.
八年级下册U4,survive,/səˈvaɪv/,生存,Only the strong can survive.
八年级下册U4,risk,/rɪsk/,冒风险；危险,Don't take too much risk.
八年级下册U4,curiosity,/ˌkjʊəriˈɒsəti/,好奇心,Children have great curiosity.
八年级下册U4,include,/ɪnˈkluːd/,包含；包括,The price includes tax.
八年级下册U4,structure,/ˈstrʌktʃə(r)/,结构,The building has a modern structure.
八年级下册U5,earthquake,/ˈɜːθkweɪk/,地震,The earthquake destroyed the city.
八年级下册U5,typhoon,/taɪˈfuːn/,台风,The typhoon hit the coast.
八年级下册U5,flood,/flʌd/,洪水,The flood washed away the bridge.
八年级下册U5,drought,/draʊt/,旱灾,The drought lasted three months.
八年级下册U5,rescue,/ˈreskjuː/,救援,The rescue team saved the child.
八年级下册U5,volunteer,/ˌvɒlənˈtɪə(r)/,志愿者,She works as a volunteer.
八年级下册U5,alarm,/əˈlɑːm/,警报,The fire alarm rang.
八年级下册U5,report,/rɪˈpɔːt/,报道,The news report is about floods.
八年级下册U6,shake,/ʃeɪk/,握手；摇动,Shake hands when you meet.
八年级下册U6,hug,/hʌɡ/,拥抱,Give your mom a hug.
八年级下册U6,rude,/ruːd/,粗鲁的,Don't be rude to others.
八年级下册U6,tradition,/trəˈdɪʃn/,传统,It's a tradition to eat dumplings.
八年级下册U6,proper,/ˈprɒpə(r)/,恰当的,That's not the proper way.
八年级下册U7,adventure,/ədˈventʃə(r)/,冒险,He loves adventure stories.
八年级下册U7,fantasy,/ˈfæntəsi/,幻想作品,The book is a fantasy novel.
八年级下册U7,fiction,/ˈfɪkʃn/,小说,Science fiction is popular.
八年级下册U7,detective,/dɪˈtektɪv/,侦探,He reads detective stories.
八年级下册U8,conflict,/ˈkɒnflɪkt/,冲突；矛盾,The story has a conflict.
八年级下册U8,challenge,/ˈtʃælɪndʒ/,挑战,The task is a real challenge.
八年级下册U8,opportunity,/ˌɒpəˈtjuːnəti/,机会,Don't miss this opportunity.
八年级下册U8,experience,/ɪkˈspɪriəns/,经验；经历,I had a wonderful experience.
八年级下册U8,conclusion,/kənˈkluːʒn/,结论,Draw your own conclusion.
七年级上册U1,telephone,/ˈtelɪfəʊn/,电话,What's your telephone number?
七年级上册U1,number,/ˈnʌmbə(r/,号码；数字,My phone number is 123456.
七年级上册U1,meet,/miːt/,遇见；结识,Nice to meet you!
七年级上册U1,name,/neɪm/,名字,My name is Tom.
七年级上册U1,fine,/faɪn/,好的,How are you? I'm fine.
七年级上册U1,thanks,/θæŋks/,感谢,Thanks for your help.
七年级上册U1,favorite,/ˈfeɪvərɪt/,最喜爱的,My favorite color is blue.
七年级上册U1,student,/ˈstjuːdnt/,学生,I am a student.
七年级上册U1,teacher,/ˈtiːtʃə(r)/,老师,Miss Li is my English teacher.
七年级上册U1,school,/skuːl/,学校,I go to school by bus.
七年级上册U2,family,/ˈfæməli/,家庭；家人,This is my family photo.
七年级上册U2,mother,/ˈmʌðə(r)/,母亲；妈妈,My mother cooks well.
七年级上册U2,father,/ˈfɑːðə(r)/,父亲；爸爸,My father is tall.
七年级上册U2,parent,/ˈpeərənt/,父亲或母亲,My parents love me.
七年级上册U2,sister,/ˈsɪstə(r)/,姐妹,My sister is younger.
七年级上册U2,brother,/ˈbrʌðə(r)/,兄弟,He is my little brother.
七年级上册U2,grandmother,/ˈɡrænmʌðə(r)/,祖母；奶奶,My grandmother is kind.
七年级上册U2,grandfather,/ˈɡrænfɑːðə(r)/,祖父；爷爷,My grandfather is 70.
七年级上册U2,grandparent,/ˈɡrænpeərənt/,祖父或祖母,My grandparents live with us.
七年级上册U2,those,/ðəʊz/,那些,Those are my friends.
七年级上册U2,these,/ðiːz/,这些,These are my books.
七年级上册U2,who,/huː/,谁,Who is that girl?
七年级上册U2,they,/ðeɪ/,他（她；它）们,They are students.
七年级上册U2,well,/wel/,嗯；好吧,Well let's go now.
七年级上册U2,have,/hæv/,有；经受,I have a new bike.
七年级上册U2,day,/deɪ/,一天；一日,Have a nice day!
七年级上册U2,bye,/baɪ/,再见,Bye bye!
七年级上册U3,pencil,/ˈpensl/,铅笔,This is my pencil.
七年级上册U3,book,/bʊk/,书,Open your book.
七年级上册U3,ruler,/ˈruːlə(r)/,尺；直尺,I need a ruler.
七年级上册U3,schoolbag,/ˈskuːlbæɡ/,书包,My schoolbag is heavy.
七年级上册U3,dictionary,/ˈdɪkʃənri/,词典；字典,Look it up in a dictionary.
七年级上册U3,yours,/jɔːz/,你的；你们的,This pen is yours.
七年级上册U3,mine,/maɪn/,我的,That book is mine.
七年级上册U3,thank,/θæŋk/,感谢,Thank you very much.
七年级上册U3,help,/help/,帮助；援助,Can I help you?
七年级上册U4,where,/weə(r)/,在哪里,Where is my pen?
七年级上册U4,room,/ruːm/,房间,My room is tidy.
