年级单元,单词,音标,释义,例句
九年级全一册U6,accidental,/ˌæksɪˈdentl/,意外的；偶然的,The discovery was accidental.
九年级全一册U6,remain,/rɪˈmeɪn/,保持；剩余,The problem remains unsolved.
九年级全一册U6,trade,/treɪd/,贸易；交易,The Silk Road was important.
九年级全一册U7,teenager,/ˈtiːneɪdʒə(r)/,青少年,Teenagers should not drink.
九年级全一册U7,choice,/tʃɔɪs/,选择；抉择,It's your choice.
九年级全一册U8,picnic,/ˈpɪknɪk/,野餐,We had a picnic in the park.
九年级全一册U8,valuable,/ˈvæljuəbl/,有价值的；宝贵的,This is a valuable painting.
九年级全一册U8,pocket,/ˈpɒkɪt/,口袋,He put the key in his pocket.
九年级全一册U9,electronic,/ɪˌlekˈtrɒnɪk/,电子的,Electronic music is popular.
九年级全一册U9,smooth,/smuːð/,平滑的；流畅的,The music sounds smooth.
九年级全一册U9,spare,/speə(r)/,空闲的；多余的,What do you do in your spare time?
九年级全一册U9,director,/dəˈrektə(r)/,导演,He is a famous film director.
九年级全一册U9,intelligent,/ɪnˈtelɪdʒənt/,聪明的；有智慧的,She is an intelligent student.
九年级全一册U9,pain,/peɪn/,疼痛；痛苦,He felt great pain.
九年级全一册U9,disease,/dɪˈziːz/,疾病；病,The disease spreads quickly.
九年级全一册U10,bow,/baʊ/,鞠躬,In Japan people bow.
九年级全一册U10,kiss,/kɪs/,吻；亲吻,They kiss each other on the cheek.
九年级全一册U10,greet,/ɡriːt/,问候；打招呼,He greeted me with a smile.
九年级全一册U10,relaxed,/rɪˈlækst/,放松的；自在的,He looks relaxed.
九年级全一册U10,value,/ˈvæljuː/,价值；重视,We value our friendship.
九年级全一册U10,capital,/ˈkæpɪtl/,首都,Beijing is the capital of China.
九年级全一册U10,knock,/nɒk/,敲；击,Please knock before entering.
九年级全一册U10,suggestion,/səˈdʒestʃən/,建议,Can you give me some suggestions?
九年级全一册U11,rather,/ˈrɑːðə(r)/,相当；宁愿,I would rather stay at home.
九年级全一册U11,fame,/feɪm/,名声；声誉,He seeks fame and wealth.
九年级全一册U11,pale,/peɪl/,苍白的；灰白的,You look pale.
九年级全一册U11,wealth,/welθ/,财富；富裕,Health is more important than wealth.
九年级全一册U11,king,/kɪŋ/,国王,The king lives in a palace.
九年级全一册U11,power,/ˈpaʊə(r)/,力量；权力,Knowledge is power.
九年级全一册U11,queen,/kwiːn/,女王；王后,The queen wore a crown.
九年级全一册U11,anxiety,/æŋˈzaɪəti/,焦虑；忧虑,He felt anxiety.
九年级全一册U11,comfort,/ˈkʌmfət/,安慰；舒适,The words comforted her.
九年级全一册U11,exam,/ɪɡˈzæm/,考试,We have a final exam.
九年级全一册U12,unexpected,/ˌʌnɪkˈspektɪd/,出乎意料的,The news was unexpected.
九年级全一册U12,backpack,/ˈbækpæk/,背包,He took his backpack.
九年级全一册U12,oversleep,/ˌəʊvəˈsliːp/,睡过头,I overslept this morning.
九年级全一册U12,rush,/rʌʃ/,冲；匆忙行事,Don't rush.
九年级全一册U12,till,/tɪl/,直到……为止,Wait till I come back.
九年级全一册U12,empty,/ˈempti/,空的；倒空,The room is empty.
九年级全一册U12,cancel,/ˈkænsl/,取消,The flight was cancelled.
九年级全一册U12,miss,/mɪs/,错过；思念,I missed the bus.
九年级全一册U13,advantage,/ədˈvɑːntɪdʒ/,优点；有利条件,Every coin has two sides.
九年级全一册U13,disadvantage,/ˌdɪsədˈvɑːntɪdʒ/,缺点；不利条件,The disadvantage is the high cost.
九年级全一册U13,cost,/kɒst/,花费；价格,The new phone costs a lot.
九年级全一册U13,ugly,/ˈʌɡli/,丑陋的；难看的,The building is ugly.
九年级全一册U13,plastic,/ˈplæstɪk/,塑料的；塑料,We should reduce plastic waste.
九年级全一册U13,recycle,/ˌriːˈsaɪkl/,回收利用,Recycle paper and glass.
九年级全一册U13,afford,/əˈfɔːd/,负担得起,He can't afford a new car.
九年级全一册U13,transportation,/ˌtrænspɔːˈteɪʃn/,运输,Public transport is convenient.
九年级全一册U13,environment,/ɪnˈvaɪrənmənt/,环境,We should protect our environment.
九年级全一册U13,solution,/səˈluːʃn/,解决方案,Find a solution.
九年级全一册U13,reusable,/ˌriːˈjuːzəbl/,可重复使用的,Use reusable bags.
九年级全一册U14,survey,/ˈsɜːveɪ/,调查；测量,We did a survey.
九年级全一册U14,standard,/ˈstændəd/,标准；水平,The living standard is improving.
九年级全一册U14,row,/rəʊ/,行；排；划船,We sit in the front row.
九年级全一册U14,keyboard,/ˈkiːbɔːd/,键盘,He plays the keyboard.
九年级全一册U14,instruction,/ɪnˈstrʌkʃn/,指示；说明,Read the instructions.
九年级全一册U14,task,/tɑːsk/,任务；工作,Finish the task on time.
九年级全一册U14,ahead,/əˈhed/,在前面；向前,Go ahead.
九年级全一册U14,separate,/ˈseprət/,分开；分离,Separate into two groups.
九年级全一册U14,gentle,/ˈdʒentl/,温柔的；温和的,She is a gentle person.
九年级全一册U14,responsible,/rɪˈspɒnsəbl/,有责任心的,Be responsible for your actions.
九年级全一册U14,congratulate,/kənˈɡrætʃuleɪt/,祝贺,We congratulate you on your success.
九年级全一册U14,thirsty,/ˈθɜːsti/,口渴的；渴望的,I am thirsty for knowledge.
九年级全一册U14,none,/nʌn/,没有一个,None of them came.
